sales_date,transaction_id,user_id,sku,product_name,size,colour,amount,store_id,region,original_transaction_id,transaction_type
2024-11-01,RET00000058,USER000256,LM-CLO-003,Cleansing Body Cloths,50ml,Unscented,18,STUDIO005,EU,RTXN00000342,return
2024-11-01,RET00000071,USER000308,LM-CAN-010,Ritual Grounding Candle,200ml,Citrus Energy,38,STUDIO004,EU,RTXN00000414,return
2024-11-01,RET00000559,USER002444,LM-ROL-012,Aromatherapy Roller,200ml,Unscented,22,STUDIO001,NA,RTXN00003386,return
2024-11-02,RET00000059,USER000258,LM-DEO-001,Clean Deodorant Stick,Travel Size,Unscented,24,STUDIO022,NA,RTXN00000345,return
2024-11-02,RET00000070,USER000301,LM-OIL-008,Warming Body Oil,Travel Size,Citrus Energy,48,STUDIO022,NA,RTXN00000404,return
2024-11-02,RET00000231,USER000988,LM-SOK-006,Muscle Soak Salts,100ml,Lavender Calm,32,STUDIO009,EU,RTXN00001351,return
2024-11-02,RET00000501,USER002146,LM-SPF-002,SPF 50 Face Stick,50ml,Citrus Energy,28,STUDIO019,EU,RTXN00002967,return
2024-11-02,RET00000560,USER002446,LM-ROL-012,Aromatherapy Roller,Travel Size,Eucalyptus Fresh,22,STUDIO043,EU,RTXN00003388,return
2024-11-03,RET00000048,USER000220,LM-SOK-006,Muscle Soak Salts,200ml,Unscented,32,STUDIO029,NA,RTXN00000293,return
2024-11-03,RET00000307,USER001307,LM-SPF-002,SPF 50 Face Stick,200ml,Lavender Calm,28,STUDIO012,EU,RTXN00001784,return
2024-11-04,RET00000069,USER000296,LM-JRN-011,Movement Journal,Travel Size,Lavender Calm,24,STUDIO033,EU,RTXN00000397,return
2024-11-04,RET00000195,USER000814,LM-CAN-010,Ritual Grounding Candle,Standard,Lavender Calm,38,STUDIO041,EU,RTXN00001112,return
2024-11-05,RET00000068,USER000293,LM-CAN-010,Ritual Grounding Candle,50ml,Lavender Calm,38,STUDIO033,EU,RTXN00000393,return
2024-11-05,RET00000322,USER001360,LM-MST-005,Cooling Mist Spray,100ml,Citrus Energy,26,STUDIO028,EU,RTXN00001854,return
2024-11-05,RET00000403,USER001719,LM-SOK-006,Muscle Soak Salts,Travel Size,Unscented,32,STUDIO033,NA,RTXN00002339,return
2024-11-06,RET00000012,USER000066,LM-MAG-004,Magnesium Recovery Balm,100ml,Eucalyptus Fresh,42,STUDIO049,EU,RTXN00000088,return
2024-11-06,RET00000078,USER000354,LM-KIT-009,PMS Comfort Kit,200ml,Eucalyptus Fresh,65,STUDIO014,NA,RTXN00000474,return
2024-11-06,RET00000294,USER001264,LM-CLO-003,Cleansing Body Cloths,100ml,Rose Comfort,18,STUDIO047,NA,RTXN00001726,return
2024-11-06,RET00000314,USER001330,LM-MST-005,Cooling Mist Spray,200ml,Lavender Calm,26,STUDIO016,NA,RTXN00001814,return
2024-11-06,RET00000540,USER002312,LM-DEO-001,Clean Deodorant Stick,Travel Size,Rose Comfort,24,STUDIO045,NA,RTXN00003201,return
2024-11-07,RET00000053,USER000239,LM-DEO-001,Clean Deodorant Stick,Standard,Rose Comfort,24,STUDIO024,NA,RTXN00000318,return
2024-11-07,RET00000129,USER000577,LM-SPF-002,SPF 50 Face Stick,50ml,Eucalyptus Fresh,28,STUDIO004,EU,RTXN00000789,return
2024-11-07,RET00000211,USER000925,LM-OIL-008,Warming Body Oil,Travel Size,Citrus Energy,48,STUDIO033,EU,RTXN00001263,return
2024-11-07,RET00000522,USER002243,LM-CAN-010,Ritual Grounding Candle,100ml,Rose Comfort,38,STUDIO002,EU,RTXN00003098,return
2024-11-08,RET00000382,USER001610,LM-SOK-006,Muscle Soak Salts,50ml,Unscented,32,STUDIO028,NA,RTXN00002201,return
2024-11-08,RET00000389,USER001649,LM-CAN-010,Ritual Grounding Candle,50ml,Lavender Calm,38,STUDIO036,EU,RTXN00002255,return
2024-11-09,RET00000529,USER002266,LM-JRN-011,Movement Journal,100ml,Eucalyptus Fresh,24,STUDIO021,NA,RTXN00003132,return
2024-11-10,RET00000304,USER001300,LM-ROL-012,Aromatherapy Roller,100ml,Eucalyptus Fresh,22,STUDIO007,EU,RTXN00001772,return
2024-11-11,RET00000155,USER000661,LM-CAN-010,Ritual Grounding Candle,Travel Size,Lavender Calm,38,STUDIO030,NA,RTXN00000910,return
2024-11-11,RET00000235,USER001001,LM-DEO-001,Clean Deodorant Stick,100ml,Eucalyptus Fresh,24,STUDIO044,EU,RTXN00001367,return
2024-11-11,RET00000247,USER001063,LM-CLO-003,Cleansing Body Cloths,Travel Size,Rose Comfort,18,STUDIO026,EU,RTXN00001458,return
2024-11-12,RET00000193,USER000802,LM-ROL-012,Aromatherapy Roller,Standard,Citrus Energy,22,STUDIO033,EU,RTXN00001099,return
2024-11-12,RET00000240,USER001027,LM-OIL-008,Warming Body Oil,50ml,Eucalyptus Fresh,48,STUDIO049,NA,RTXN00001402,return
2024-11-13,RET00000003,USER000008,LM-OIL-008,Warming Body Oil,Travel Size,Eucalyptus Fresh,48,STUDIO027,NA,RTXN00000014,return
2024-11-13,RET00000038,USER000203,LM-JRN-011,Movement Journal,Travel Size,Unscented,24,STUDIO046,EU,RTXN00000267,return
2024-11-14,RET00000345,USER001447,LM-DEO-001,Clean Deodorant Stick,200ml,Unscented,24,STUDIO016,NA,RTXN00001983,return
2024-11-15,RET00000031,USER000162,LM-WSH-007,Adaptogen Body Wash,Travel Size,Eucalyptus Fresh,36,STUDIO033,EU,RTXN00000215,return
2024-11-15,RET00000054,USER000243,LM-CAN-010,Ritual Grounding Candle,Travel Size,Rose Comfort,38,STUDIO042,NA,RTXN00000323,return
2024-11-15,RET00000079,USER000366,LM-JRN-011,Movement Journal,Travel Size,Eucalyptus Fresh,24,STUDIO012,NA,RTXN00000489,return
2024-11-15,RET00000244,USER001044,LM-ROL-012,Aromatherapy Roller,200ml,Citrus Energy,22,STUDIO011,NA,RTXN00001429,return
2024-11-15,RET00000324,USER001374,LM-KIT-009,PMS Comfort Kit,50ml,Eucalyptus Fresh,65,STUDIO038,NA,RTXN00001875,return
2024-11-16,RET00000206,USER000876,LM-MAG-004,Magnesium Recovery Balm,100ml,Lavender Calm,42,STUDIO003,EU,RTXN00001199,return
2024-11-16,RET00000384,USER001629,LM-SOK-006,Muscle Soak Salts,Standard,Eucalyptus Fresh,32,STUDIO034,EU,RTXN00002227,return
2024-11-17,RET00000076,USER000338,LM-CAN-010,Ritual Grounding Candle,200ml,Eucalyptus Fresh,38,STUDIO025,EU,RTXN00000450,return
2024-11-17,RET00000174,USER000744,LM-OIL-008,Warming Body Oil,100ml,Eucalyptus Fresh,48,STUDIO015,NA,RTXN00001016,return
2024-11-17,RET00000243,USER001042,LM-KIT-009,PMS Comfort Kit,200ml,Unscented,65,STUDIO005,NA,RTXN00001425,return
2024-11-17,RET00000425,USER001806,LM-SOK-006,Muscle Soak Salts,Travel Size,Rose Comfort,32,STUDIO006,EU,RTXN00002466,return
2024-11-17,RET00000445,USER001910,LM-MAG-004,Magnesium Recovery Balm,100ml,Eucalyptus Fresh,42,STUDIO043,NA,RTXN00002615,return
2024-11-17,RET00000502,USER002150,LM-MAG-004,Magnesium Recovery Balm,50ml,Rose Comfort,42,STUDIO014,EU,RTXN00002973,return
2024-11-18,RET00000283,USER001206,LM-MST-005,Cooling Mist Spray,Travel Size,Lavender Calm,26,STUDIO042,NA,RTXN00001655,return
2024-11-20,RET00000016,USER000090,LM-JRN-011,Movement Journal,50ml,Eucalyptus Fresh,24,STUDIO034,EU,RTXN00000120,return
2024-11-22,RET00000025,USER000135,LM-MST-005,Cooling Mist Spray,100ml,Lavender Calm,26,STUDIO041,NA,RTXN00000180,return
2024-11-23,RET00000061,USER000266,LM-OIL-008,Warming Body Oil,200ml,Citrus Energy,48,STUDIO048,NA,RTXN00000358,return
2024-11-23,RET00000075,USER000323,LM-MAG-004,Magnesium Recovery Balm,200ml,Lavender Calm,42,STUDIO031,NA,RTXN00000433,return
2024-11-23,RET00000201,USER000860,LM-OIL-008,Warming Body Oil,200ml,Citrus Energy,48,STUDIO050,NA,RTXN00001176,return
2024-11-23,RET00000323,USER001361,LM-ROL-012,Aromatherapy Roller,Standard,Citrus Energy,22,STUDIO003,EU,RTXN00001856,return
2024-11-24,RET00000072,USER000315,LM-MAG-004,Magnesium Recovery Balm,50ml,Unscented,42,STUDIO010,NA,RTXN00000423,return
2024-11-24,RET00000212,USER000928,LM-JRN-011,Movement Journal,100ml,Rose Comfort,24,STUDIO043,NA,RTXN00001267,return
2024-11-24,RET00000289,USER001243,LM-ROL-012,Aromatherapy Roller,50ml,Unscented,22,STUDIO014,EU,RTXN00001702,return
2024-11-25,RET00000203,USER000864,LM-SOK-006,Muscle Soak Salts,50ml,Unscented,32,STUDIO016,EU,RTXN00001181,return
2024-11-26,RET00000074,USER000319,LM-WSH-007,Adaptogen Body Wash,Travel Size,Rose Comfort,36,STUDIO036,EU,RTXN00000428,return
2024-11-26,RET00000149,USER000650,LM-OIL-008,Warming Body Oil,Standard,Rose Comfort,48,STUDIO008,NA,RTXN00000893,return
2024-11-26,RET00000348,USER001475,LM-MST-005,Cooling Mist Spray,100ml,Rose Comfort,26,STUDIO045,EU,RTXN00002017,return
2024-11-26,RET00000520,USER002232,LM-SOK-006,Muscle Soak Salts,Travel Size,Eucalyptus Fresh,32,STUDIO013,EU,RTXN00003082,return
2024-11-27,RET00000117,USER000522,LM-SPF-002,SPF 50 Face Stick,200ml,Unscented,28,STUDIO028,NA,RTXN00000711,return
2024-11-27,RET00000144,USER000631,LM-WSH-007,Adaptogen Body Wash,100ml,Unscented,36,STUDIO035,NA,RTXN00000866,return
2024-11-27,RET00000173,USER000744,LM-SPF-002,SPF 50 Face Stick,Standard,Unscented,28,STUDIO017,NA,RTXN00001015,return
2024-11-27,RET00000436,USER001865,LM-WSH-007,Adaptogen Body Wash,50ml,Eucalyptus Fresh,36,STUDIO039,NA,RTXN00002556,return
2024-11-28,RET00000106,USER000471,LM-KIT-009,PMS Comfort Kit,Standard,Rose Comfort,65,STUDIO007,NA,RTXN00000643,return
2024-11-29,RET00000216,USER000942,LM-SOK-006,Muscle Soak Salts,Travel Size,Lavender Calm,32,STUDIO011,EU,RTXN00001286,return
2024-11-29,RET00000310,USER001317,LM-DEO-001,Clean Deodorant Stick,Standard,Lavender Calm,24,STUDIO049,EU,RTXN00001796,return
2024-11-30,RET00000018,USER000098,LM-WSH-007,Adaptogen Body Wash,Travel Size,Lavender Calm,36,STUDIO038,NA,RTXN00000129,return
2024-11-30,RET00000082,USER000370,LM-SPF-002,SPF 50 Face Stick,Travel Size,Unscented,28,STUDIO022,NA,RTXN00000496,return
2024-11-30,RET00000464,USER001977,LM-MAG-004,Magnesium Recovery Balm,200ml,Citrus Energy,42,STUDIO013,EU,RTXN00002710,return
2024-12-01,RET00000084,USER000378,LM-OIL-008,Warming Body Oil,Travel Size,Citrus Energy,48,STUDIO006,NA,RTXN00000507,return
2024-12-01,RET00000249,USER001068,LM-KIT-009,PMS Comfort Kit,Travel Size,Rose Comfort,65,STUDIO038,NA,RTXN00001466,return
2024-12-01,RET00000458,USER001954,LM-OIL-008,Warming Body Oil,200ml,Citrus Energy,48,STUDIO034,NA,RTXN00002678,return
2024-12-02,RET00000356,USER001518,LM-ROL-012,Aromatherapy Roller,100ml,Rose Comfort,22,STUDIO023,EU,RTXN00002077,return
2024-12-03,RET00000091,USER000411,LM-SOK-006,Muscle Soak Salts,50ml,Rose Comfort,32,STUDIO032,EU,RTXN00000552,return
2024-12-03,RET00000242,USER001037,LM-CLO-003,Cleansing Body Cloths,Standard,Citrus Energy,18,STUDIO034,EU,RTXN00001417,return
2024-12-03,RET00000302,USER001297,LM-SOK-006,Muscle Soak Salts,Travel Size,Citrus Energy,32,STUDIO034,NA,RTXN00001769,return
2024-12-04,RET00000527,USER002258,LM-CAN-010,Ritual Grounding Candle,Standard,Eucalyptus Fresh,38,STUDIO038,EU,RTXN00003119,return
2024-12-05,RET00000041,USER000213,LM-KIT-009,PMS Comfort Kit,50ml,Eucalyptus Fresh,65,STUDIO010,EU,RTXN00000281,return
2024-12-05,RET00000338,USER001427,LM-DEO-001,Clean Deodorant Stick,Travel Size,Unscented,24,STUDIO003,NA,RTXN00001953,return
2024-12-05,RET00000447,USER001922,LM-MAG-004,Magnesium Recovery Balm,50ml,Rose Comfort,42,STUDIO016,EU,RTXN00002632,return
2024-12-07,RET00000376,USER001580,LM-DEO-001,Clean Deodorant Stick,200ml,Citrus Energy,24,STUDIO044,NA,RTXN00002163,return
2024-12-09,RET00000030,USER000157,LM-SOK-006,Muscle Soak Salts,50ml,Eucalyptus Fresh,32,STUDIO014,NA,RTXN00000208,return
2024-12-09,RET00000230,USER000987,LM-SOK-006,Muscle Soak Salts,100ml,Unscented,32,STUDIO032,EU,RTXN00001350,return
2024-12-09,RET00000494,USER002121,LM-OIL-008,Warming Body Oil,100ml,Eucalyptus Fresh,48,STUDIO033,EU,RTXN00002929,return
2024-12-10,RET00000067,USER000291,LM-MAG-004,Magnesium Recovery Balm,50ml,Rose Comfort,42,STUDIO022,NA,RTXN00000390,return
2024-12-10,RET00000490,USER002102,LM-CLO-003,Cleansing Body Cloths,Standard,Unscented,18,STUDIO039,EU,RTXN00002904,return
2024-12-11,RET00000044,USER000215,LM-CAN-010,Ritual Grounding Candle,Travel Size,Rose Comfort,38,STUDIO012,EU,RTXN00000284,return
2024-12-11,RET00000213,USER000931,LM-OIL-008,Warming Body Oil,100ml,Eucalyptus Fresh,48,STUDIO048,NA,RTXN00001270,return
2024-12-11,RET00000264,USER001117,LM-CAN-010,Ritual Grounding Candle,Standard,Unscented,38,STUDIO007,NA,RTXN00001533,return
2024-12-11,RET00000469,USER001998,LM-SOK-006,Muscle Soak Salts,Standard,Unscented,32,STUDIO050,EU,RTXN00002744,return
2024-12-13,RET00000116,USER000521,LM-JRN-011,Movement Journal,Standard,Lavender Calm,24,STUDIO012,EU,RTXN00000710,return
2024-12-13,RET00000257,USER001100,LM-KIT-009,PMS Comfort Kit,100ml,Rose Comfort,65,STUDIO017,NA,RTXN00001506,return
2024-12-14,RET00000052,USER000234,LM-SOK-006,Muscle Soak Salts,50ml,Eucalyptus Fresh,32,STUDIO017,NA,RTXN00000310,return
2024-12-14,RET00000153,USER000654,LM-JRN-011,Movement Journal,Standard,Lavender Calm,24,STUDIO001,EU,RTXN00000901,return
2024-12-16,RET00000015,USER000082,LM-CAN-010,Ritual Grounding Candle,200ml,Eucalyptus Fresh,38,STUDIO027,NA,RTXN00000109,return
2024-12-19,RET00000402,USER001716,LM-JRN-011,Movement Journal,Standard,Citrus Energy,24,STUDIO023,EU,RTXN00002336,return
2024-12-19,RET00000562,USER002459,LM-CLO-003,Cleansing Body Cloths,50ml,Unscented,18,STUDIO003,NA,RTXN00003403,return
2024-12-21,RET00000273,USER001172,LM-SPF-002,SPF 50 Face Stick,Travel Size,Citrus Energy,28,STUDIO030,NA,RTXN00001608,return
2024-12-21,RET00000543,USER002335,LM-ROL-012,Aromatherapy Roller,200ml,Citrus Energy,22,STUDIO046,NA,RTXN00003234,return
2024-12-22,RET00000120,USER000530,LM-MST-005,Cooling Mist Spray,Standard,Eucalyptus Fresh,26,STUDIO046,EU,RTXN00000725,return
2024-12-22,RET00000198,USER000834,LM-DEO-001,Clean Deodorant Stick,Travel Size,Lavender Calm,24,STUDIO040,NA,RTXN00001140,return
2024-12-22,RET00000569,USER002482,LM-SOK-006,Muscle Soak Salts,100ml,Unscented,32,STUDIO008,EU,RTXN00003434,return
2024-12-23,RET00000077,USER000343,LM-CLO-003,Cleansing Body Cloths,100ml,Rose Comfort,18,STUDIO050,NA,RTXN00000458,return
2024-12-23,RET00000210,USER000910,LM-MST-005,Cooling Mist Spray,200ml,Citrus Energy,26,STUDIO040,EU,RTXN00001242,return
2024-12-23,RET00000370,USER001565,LM-OIL-008,Warming Body Oil,50ml,Unscented,48,STUDIO049,EU,RTXN00002142,return
2024-12-23,RET00000515,USER002210,LM-WSH-007,Adaptogen Body Wash,100ml,Eucalyptus Fresh,36,STUDIO048,NA,RTXN00003053,return
2024-12-24,RET00000019,USER000106,LM-MST-005,Cooling Mist Spray,50ml,Lavender Calm,26,STUDIO016,NA,RTXN00000139,return
2024-12-24,RET00000135,USER000590,LM-OIL-008,Warming Body Oil,50ml,Unscented,48,STUDIO012,NA,RTXN00000808,return
2024-12-24,RET00000164,USER000702,LM-OIL-008,Warming Body Oil,50ml,Unscented,48,STUDIO044,NA,RTXN00000962,return
2024-12-24,RET00000196,USER000820,LM-CLO-003,Cleansing Body Cloths,Travel Size,Lavender Calm,18,STUDIO007,NA,RTXN00001122,return
2024-12-24,RET00000451,USER001928,LM-CLO-003,Cleansing Body Cloths,Standard,Lavender Calm,18,STUDIO044,EU,RTXN00002640,return
2024-12-25,RET00000104,USER000461,LM-DEO-001,Clean Deodorant Stick,50ml,Rose Comfort,24,STUDIO012,NA,RTXN00000625,return
2024-12-25,RET00000220,USER000950,LM-MAG-004,Magnesium Recovery Balm,Standard,Unscented,42,STUDIO014,EU,RTXN00001300,return
2024-12-25,RET00000278,USER001196,LM-MST-005,Cooling Mist Spray,100ml,Eucalyptus Fresh,26,STUDIO022,NA,RTXN00001636,return
2024-12-25,RET00000442,USER001878,LM-MAG-004,Magnesium Recovery Balm,50ml,Unscented,42,STUDIO040,EU,RTXN00002575,return
2024-12-26,RET00000062,USER000266,LM-SOK-006,Muscle Soak Salts,Standard,Unscented,32,STUDIO004,NA,RTXN00000359,return
2024-12-26,RET00000202,USER000863,LM-CAN-010,Ritual Grounding Candle,200ml,Rose Comfort,38,STUDIO040,EU,RTXN00001180,return
2024-12-26,RET00000258,USER001102,LM-WSH-007,Adaptogen Body Wash,200ml,Rose Comfort,36,STUDIO029,EU,RTXN00001508,return
2024-12-26,RET00000339,USER001434,LM-DEO-001,Clean Deodorant Stick,50ml,Unscented,24,STUDIO041,NA,RTXN00001960,return
2024-12-27,RET00000086,USER000383,LM-JRN-011,Movement Journal,Travel Size,Citrus Energy,24,STUDIO009,NA,RTXN00000514,return
2024-12-27,RET00000354,USER001506,LM-JRN-011,Movement Journal,Standard,Lavender Calm,24,STUDIO006,EU,RTXN00002061,return
2024-12-28,RET00000130,USER000579,LM-MST-005,Cooling Mist Spray,200ml,Lavender Calm,26,STUDIO018,NA,RTXN00000792,return
2024-12-28,RET00000154,USER000655,LM-WSH-007,Adaptogen Body Wash,200ml,Unscented,36,STUDIO038,NA,RTXN00000902,return
2024-12-29,RET00000536,USER002304,LM-CAN-010,Ritual Grounding Candle,Travel Size,Unscented,38,STUDIO008,EU,RTXN00003189,return
2024-12-30,RET00000143,USER000629,LM-CAN-010,Ritual Grounding Candle,100ml,Citrus Energy,38,STUDIO029,NA,RTXN00000863,return
2024-12-31,RET00000521,USER002242,LM-CAN-010,Ritual Grounding Candle,Standard,Citrus Energy,38,STUDIO022,EU,RTXN00003097,return
2025-01-01,RET00000316,USER001341,LM-CAN-010,Ritual Grounding Candle,Travel Size,Rose Comfort,38,STUDIO030,NA,RTXN00001829,return
