sales_date,transaction_id,user_id,sku,product_name,size,colour,amount,store_id,region,original_transaction_id,transaction_type
2024-10-03,RTXN00001474,USER001074,LM-KIT-009,PMS Comfort Kit,Standard,Rose Comfort,65,STUDIO020,EU,,sale
2024-10-03,RTXN00002066,USER001510,LM-MST-005,Cooling Mist Spray,200ml,Lavender Calm,26,STUDIO031,EU,,sale
2024-10-03,RTXN00002298,USER001685,LM-SPF-002,SPF 50 Face Stick,Travel Size,Eucalyptus Fresh,28,STUDIO048,EU,,sale
2024-10-03,RTXN00002330,USER001710,LM-MST-005,Cooling Mist Spray,200ml,Unscented,26,STUDIO020,EU,,sale
2024-10-03,RTXN00002577,USER001879,LM-MST-005,Cooling Mist Spray,Standard,Citrus Energy,26,STUDIO036,EU,,sale
2024-10-03,RTXN00002827,USER002051,LM-OIL-008,Warming Body Oil,Standard,Rose Comfort,48,STUDIO012,NA,,sale
2024-10-03,RTXN00003160,USER002285,LM-MAG-004,Magnesium Recovery Balm,Standard,Lavender Calm,42,STUDIO002,NA,,sale
2024-10-03,RTXN00003374,USER002436,LM-ROL-012,Aromatherapy Roller,Standard,Citrus Energy,22,STUDIO002,NA,,sale
2024-10-04,RTXN00000078,USER000059,LM-SOK-006,Muscle Soak Salts,100ml,Citrus Energy,32,STUDIO016,NA,,sale
2024-10-04,RTXN00000543,USER000404,LM-OIL-008,Warming Body Oil,100ml,Lavender Calm,48,STUDIO032,NA,,sale
2024-10-04,RTXN00000700,USER000513,LM-JRN-011,Movement Journal,200ml,Citrus Energy,24,STUDIO015,EU,,sale
2024-10-04,RTXN00001025,USER000750,LM-CLO-003,Cleansing Body Cloths,Travel Size,Citrus Energy,18,STUDIO035,NA,,sale
2024-10-04,RTXN00001291,USER000945,LM-SPF-002,SPF 50 Face Stick,50ml,Rose Comfort,28,STUDIO050,EU,,sale
2024-10-04,RTXN00001391,USER001019,LM-ROL-012,Aromatherapy Roller,50ml,Unscented,22,STUDIO004,EU,,sale
2024-10-04,RTXN00001698,USER001239,LM-JRN-011,Movement Journal,50ml,Lavender Calm,24,STUDIO034,EU,,sale
2024-10-04,RTXN00002295,USER001682,LM-WSH-007,Adaptogen Body Wash,100ml,Citrus Energy,36,STUDIO014,NA,,sale
2024-10-04,RTXN00002659,USER001942,LM-SOK-006,Muscle Soak Salts,Travel Size,Unscented,32,STUDIO016,EU,,sale
2024-10-04,RTXN00002754,USER002004,LM-SOK-006,Muscle Soak Salts,Standard,Unscented,32,STUDIO034,NA,,sale
2024-10-04,RTXN00003339,USER002410,LM-SOK-006,Muscle Soak Salts,50ml,Rose Comfort,32,STUDIO006,NA,,sale
2024-10-05,RTXN00000617,USER000455,LM-JRN-011,Movement Journal,Travel Size,Unscented,24,STUDIO015,EU,,sale
2024-10-05,RTXN00000720,USER000528,LM-CLO-003,Cleansing Body Cloths,100ml,Lavender Calm,18,STUDIO010,NA,,sale
2024-10-05,RTXN00001336,USER000977,LM-CAN-010,Ritual Grounding Candle,100ml,Eucalyptus Fresh,38,STUDIO033,NA,,sale
2024-10-05,RTXN00001479,USER001078,LM-SPF-002,SPF 50 Face Stick,100ml,Eucalyptus Fresh,28,STUDIO044,NA,,sale
2024-10-05,RTXN00001486,USER001083,LM-ROL-012,Aromatherapy Roller,Travel Size,Citrus Energy,22,STUDIO047,EU,,sale
2024-10-05,RTXN00001546,USER001127,LM-OIL-008,Warming Body Oil,Travel Size,Citrus Energy,48,STUDIO021,NA,,sale
2024-10-05,RTXN00001642,USER001199,LM-KIT-009,PMS Comfort Kit,Standard,Eucalyptus Fresh,65,STUDIO025,NA,,sale
2024-10-05,RTXN00002138,USER001561,LM-OIL-008,Warming Body Oil,50ml,Unscented,48,STUDIO027,EU,,sale
2024-10-05,RTXN00002230,USER001632,LM-SOK-006,Muscle Soak Salts,100ml,Citrus Energy,32,STUDIO018,EU,,sale
2024-10-05,RTXN00002393,USER001756,LM-ROL-012,Aromatherapy Roller,50ml,Rose Comfort,22,STUDIO049,EU,,sale
2024-10-05,RTXN00002564,USER001870,LM-SOK-006,Muscle Soak Salts,50ml,Citrus Energy,32,STUDIO006,EU,,sale
2024-10-05,RTXN00002610,USER001907,LM-WSH-007,Adaptogen Body Wash,50ml,Lavender Calm,36,STUDIO026,NA,,sale
2024-10-05,RTXN00002647,USER001934,LM-SPF-002,SPF 50 Face Stick,Standard,Eucalyptus Fresh,28,STUDIO008,EU,,sale
2024-10-05,RTXN00003033,USER002197,LM-CLO-003,Cleansing Body Cloths,200ml,Citrus Energy,18,STUDIO018,NA,,sale
2024-10-06,RTXN00000361,USER000268,LM-JRN-011,Movement Journal,Travel Size,Rose Comfort,24,STUDIO030,EU,,sale
2024-10-06,RTXN00000426,USER000318,LM-KIT-009,PMS Comfort Kit,Travel Size,Citrus Energy,65,STUDIO048,NA,,sale
2024-10-06,RTXN00000886,USER000644,LM-CLO-003,Cleansing Body Cloths,100ml,Eucalyptus Fresh,18,STUDIO014,EU,,sale
2024-10-06,RTXN00000986,USER000720,LM-MAG-004,Magnesium Recovery Balm,200ml,Unscented,42,STUDIO041,NA,,sale
2024-10-06,RTXN00000990,USER000724,LM-WSH-007,Adaptogen Body Wash,200ml,Lavender Calm,36,STUDIO013,EU,,sale
2024-10-06,RTXN00001051,USER000769,LM-OIL-008,Warming Body Oil,Standard,Citrus Energy,48,STUDIO044,NA,,sale
2024-10-06,RTXN00001675,USER001220,LM-JRN-011,Movement Journal,Standard,Eucalyptus Fresh,24,STUDIO037,NA,,sale
2024-10-06,RTXN00001891,USER001385,LM-CLO-003,Cleansing Body Cloths,200ml,Rose Comfort,18,STUDIO027,NA,,sale
2024-10-06,RTXN00002750,USER002001,LM-ROL-012,Aromatherapy Roller,Standard,Citrus Energy,22,STUDIO036,NA,,sale
2024-10-06,RTXN00003006,USER002176,LM-CAN-010,Ritual Grounding Candle,Travel Size,Rose Comfort,38,STUDIO032,EU,,sale
2024-10-06,RTXN00003111,USER002252,LM-CLO-003,Cleansing Body Cloths,100ml,Unscented,18,STUDIO046,NA,,sale
2024-10-06,RTXN00003433,USER002481,LM-MAG-004,Magnesium Recovery Balm,100ml,Lavender Calm,42,STUDIO039,EU,,sale
2024-10-07,RTXN00000171,USER000129,LM-MST-005,Cooling Mist Spray,Standard,Unscented,26,STUDIO005,EU,,sale
2024-10-07,RTXN00000513,USER000382,LM-ROL-012,Aromatherapy Roller,Standard,Unscented,22,STUDIO018,EU,,sale
2024-10-07,RTXN00001377,USER001010,LM-SPF-002,SPF 50 Face Stick,Standard,Rose Comfort,28,STUDIO018,EU,,sale
2024-10-07,RTXN00001435,USER001050,LM-SPF-002,SPF 50 Face Stick,Standard,Citrus Energy,28,STUDIO006,NA,,sale
2024-10-07,RTXN00001441,USER001053,LM-MAG-004,Magnesium Recovery Balm,100ml,Citrus Energy,42,STUDIO027,NA,,sale
2024-10-07,RTXN00001635,USER001195,LM-CLO-003,Cleansing Body Cloths,50ml,Eucalyptus Fresh,18,STUDIO033,NA,,sale
2024-10-07,RTXN00001721,USER001260,LM-CAN-010,Ritual Grounding Candle,200ml,Unscented,38,STUDIO024,NA,,sale
2024-10-07,RTXN00002661,USER001943,LM-MAG-004,Magnesium Recovery Balm,Standard,Eucalyptus Fresh,42,STUDIO038,EU,,sale
2024-10-07,RTXN00002686,USER001959,LM-WSH-007,Adaptogen Body Wash,100ml,Unscented,36,STUDIO005,NA,,sale
2024-10-07,RTXN00003158,USER002283,LM-MST-005,Cooling Mist Spray,200ml,Eucalyptus Fresh,26,STUDIO009,NA,,sale
2024-10-07,RTXN00003355,USER002422,LM-SOK-006,Muscle Soak Salts,50ml,Unscented,32,STUDIO033,EU,,sale
2024-10-08,RTXN00000436,USER000326,LM-SOK-006,Muscle Soak Salts,200ml,Citrus Energy,32,STUDIO028,NA,,sale
2024-10-08,RTXN00000471,USER000353,LM-ROL-012,Aromatherapy Roller,200ml,Citrus Energy,22,STUDIO004,NA,,sale
2024-10-08,RTXN00001323,USER000968,LM-CLO-003,Cleansing Body Cloths,Travel Size,Rose Comfort,18,STUDIO015,NA,,sale
2024-10-08,RTXN00001865,USER001367,LM-MAG-004,Magnesium Recovery Balm,Standard,Rose Comfort,42,STUDIO005,EU,,sale
2024-10-08,RTXN00001988,USER001452,LM-SOK-006,Muscle Soak Salts,100ml,Eucalyptus Fresh,32,STUDIO049,EU,,sale
2024-10-08,RTXN00002225,USER001627,LM-OIL-008,Warming Body Oil,Travel Size,Rose Comfort,48,STUDIO014,EU,,sale
2024-10-08,RTXN00002462,USER001804,LM-JRN-011,Movement Journal,Standard,Lavender Calm,24,STUDIO037,EU,,sale
2024-10-08,RTXN00002533,USER001850,LM-SPF-002,SPF 50 Face Stick,Standard,Citrus Energy,28,STUDIO014,NA,,sale
2024-10-08,RTXN00002602,USER001899,LM-WSH-007,Adaptogen Body Wash,Standard,Rose Comfort,36,STUDIO005,NA,,sale
2024-10-08,RTXN00002687,USER001960,LM-SOK-006,Muscle Soak Salts,200ml,Rose Comfort,32,STUDIO036,NA,,sale
2024-10-08,RTXN00002727,USER001986,LM-MST-005,Cooling Mist Spray,Standard,Lavender Calm,26,STUDIO025,NA,,sale
2024-10-08,RTXN00002920,USER002114,LM-OIL-008,Warming Body Oil,50ml,Eucalyptus Fresh,48,STUDIO040,EU,,sale
2024-10-08,RTXN00003151,USER002277,LM-MST-005,Cooling Mist Spray,100ml,Rose Comfort,26,STUDIO038,NA,,sale
2024-10-09,RTXN00000077,USER000058,LM-WSH-007,Adaptogen Body Wash,100ml,Unscented,36,STUDIO017,EU,,sale
2024-10-09,RTXN00000211,USER000158,LM-SPF-002,SPF 50 Face Stick,50ml,Eucalyptus Fresh,28,STUDIO040,EU,,sale
2024-10-09,RTXN00000583,USER000433,LM-MST-005,Cooling Mist Spray,200ml,Citrus Energy,26,STUDIO003,NA,,sale
2024-10-09,RTXN00000708,USER000519,LM-JRN-011,Movement Journal,Travel Size,Eucalyptus Fresh,24,STUDIO045,NA,,sale
2024-10-09,RTXN00000721,USER000528,LM-DEO-001,Clean Deodorant Stick,Travel Size,Rose Comfort,24,STUDIO046,NA,,sale
2024-10-09,RTXN00000755,USER000551,LM-SPF-002,SPF 50 Face Stick,Travel Size,Eucalyptus Fresh,28,STUDIO003,NA,,sale
2024-10-09,RTXN00001055,USER000772,LM-OIL-008,Warming Body Oil,200ml,Unscented,48,STUDIO050,NA,,sale
2024-10-09,RTXN00001556,USER001134,LM-ROL-012,Aromatherapy Roller,100ml,Rose Comfort,22,STUDIO040,NA,,sale
2024-10-09,RTXN00002550,USER001861,LM-ROL-012,Aromatherapy Roller,50ml,Rose Comfort,22,STUDIO018,EU,,sale
2024-10-09,RTXN00002705,USER001973,LM-MAG-004,Magnesium Recovery Balm,100ml,Unscented,42,STUDIO035,EU,,sale
2024-10-09,RTXN00002942,USER002129,LM-ROL-012,Aromatherapy Roller,200ml,Lavender Calm,22,STUDIO001,EU,,sale
2024-10-09,RTXN00003281,USER002368,LM-ROL-012,Aromatherapy Roller,100ml,Lavender Calm,22,STUDIO019,EU,,sale
2024-10-10,RTXN00000153,USER000114,LM-JRN-011,Movement Journal,Travel Size,Lavender Calm,24,STUDIO023,NA,,sale
2024-10-10,RTXN00000534,USER000398,LM-OIL-008,Warming Body Oil,100ml,Citrus Energy,48,STUDIO006,NA,,sale
2024-10-10,RTXN00000581,USER000432,LM-SPF-002,SPF 50 Face Stick,Travel Size,Unscented,28,STUDIO042,NA,,sale
2024-10-10,RTXN00000703,USER000515,LM-JRN-011,Movement Journal,50ml,Citrus Energy,24,STUDIO040,NA,,sale
2024-10-10,RTXN00000929,USER000674,LM-MST-005,Cooling Mist Spray,200ml,Eucalyptus Fresh,26,STUDIO024,EU,,sale
2024-10-10,RTXN00001620,USER001181,LM-MST-005,Cooling Mist Spray,50ml,Unscented,26,STUDIO026,EU,,sale
2024-10-10,RTXN00001671,USER001218,LM-CAN-010,Ritual Grounding Candle,200ml,Lavender Calm,38,STUDIO038,NA,,sale
2024-10-10,RTXN00001685,USER001229,LM-DEO-001,Clean Deodorant Stick,50ml,Citrus Energy,24,STUDIO020,EU,,sale
2024-10-10,RTXN00002250,USER001646,LM-SPF-002,SPF 50 Face Stick,Travel Size,Eucalyptus Fresh,28,STUDIO029,EU,,sale
2024-10-10,RTXN00002386,USER001750,LM-CAN-010,Ritual Grounding Candle,50ml,Rose Comfort,38,STUDIO045,NA,,sale
2024-10-10,RTXN00002443,USER001789,LM-DEO-001,Clean Deodorant Stick,200ml,Unscented,24,STUDIO040,EU,,sale
2024-10-10,RTXN00002909,USER002105,LM-SPF-002,SPF 50 Face Stick,Standard,Unscented,28,STUDIO014,NA,,sale
2024-10-10,RTXN00003228,USER002330,LM-KIT-009,PMS Comfort Kit,200ml,Eucalyptus Fresh,65,STUDIO020,NA,,sale
2024-10-10,RTXN00003367,USER002431,LM-SOK-006,Muscle Soak Salts,100ml,Citrus Energy,32,STUDIO010,EU,,sale
2024-10-10,RTXN00003371,USER002433,LM-SOK-006,Muscle Soak Salts,50ml,Rose Comfort,32,STUDIO011,NA,,sale
2024-10-11,RTXN00000432,USER000322,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Unscented,42,STUDIO016,EU,,sale
2024-10-11,RTXN00000503,USER000375,LM-MST-005,Cooling Mist Spray,Standard,Citrus Energy,26,STUDIO021,NA,,sale
2024-10-11,RTXN00000542,USER000404,LM-WSH-007,Adaptogen Body Wash,200ml,Unscented,36,STUDIO038,NA,,sale
2024-10-11,RTXN00000615,USER000453,LM-DEO-001,Clean Deodorant Stick,Standard,Eucalyptus Fresh,24,STUDIO020,EU,,sale
2024-10-11,RTXN00001308,USER000956,LM-CLO-003,Cleansing Body Cloths,50ml,Eucalyptus Fresh,18,STUDIO018,EU,,sale
2024-10-11,RTXN00001487,USER001084,LM-MAG-004,Magnesium Recovery Balm,200ml,Rose Comfort,42,STUDIO028,NA,,sale
2024-10-11,RTXN00001751,USER001284,LM-OIL-008,Warming Body Oil,Standard,Citrus Energy,48,STUDIO024,NA,,sale
2024-10-11,RTXN00001877,USER001375,LM-JRN-011,Movement Journal,100ml,Citrus Energy,24,STUDIO018,EU,,sale
2024-10-11,RTXN00001997,USER001458,LM-CAN-010,Ritual Grounding Candle,Travel Size,Unscented,38,STUDIO034,EU,,sale
2024-10-11,RTXN00002300,USER001687,LM-CAN-010,Ritual Grounding Candle,Travel Size,Unscented,38,STUDIO009,NA,,sale
2024-10-11,RTXN00002415,USER001770,LM-MST-005,Cooling Mist Spray,100ml,Citrus Energy,26,STUDIO023,EU,,sale
2024-10-11,RTXN00002679,USER001955,LM-KIT-009,PMS Comfort Kit,Travel Size,Lavender Calm,65,STUDIO023,EU,,sale
2024-10-11,RTXN00002757,USER002006,LM-OIL-008,Warming Body Oil,200ml,Rose Comfort,48,STUDIO040,EU,,sale
2024-10-11,RTXN00002838,USER002057,LM-ROL-012,Aromatherapy Roller,Standard,Citrus Energy,22,STUDIO044,EU,,sale
2024-10-11,RTXN00002851,USER002064,LM-CAN-010,Ritual Grounding Candle,Standard,Unscented,38,STUDIO031,EU,,sale
2024-10-11,RTXN00003166,USER002288,LM-SPF-002,SPF 50 Face Stick,200ml,Eucalyptus Fresh,28,STUDIO046,NA,,sale
2024-10-11,RTXN00003436,USER002484,LM-MST-005,Cooling Mist Spray,200ml,Lavender Calm,26,STUDIO007,NA,,sale
2024-10-12,RTXN00000036,USER000024,LM-ROL-012,Aromatherapy Roller,Standard,Unscented,22,STUDIO026,EU,,sale
2024-10-12,RTXN00001131,USER000826,LM-CAN-010,Ritual Grounding Candle,100ml,Lavender Calm,38,STUDIO036,NA,,sale
2024-10-12,RTXN00001276,USER000935,LM-SOK-006,Muscle Soak Salts,200ml,Citrus Energy,32,STUDIO041,NA,,sale
2024-10-12,RTXN00001281,USER000939,LM-SPF-002,SPF 50 Face Stick,Standard,Eucalyptus Fresh,28,STUDIO022,NA,,sale
2024-10-12,RTXN00001908,USER001399,LM-CLO-003,Cleansing Body Cloths,Travel Size,Rose Comfort,18,STUDIO023,EU,,sale
2024-10-12,RTXN00002027,USER001482,LM-JRN-011,Movement Journal,200ml,Citrus Energy,24,STUDIO007,EU,,sale
2024-10-12,RTXN00002071,USER001515,LM-SOK-006,Muscle Soak Salts,100ml,Eucalyptus Fresh,32,STUDIO046,EU,,sale
2024-10-12,RTXN00002291,USER001678,LM-CLO-003,Cleansing Body Cloths,50ml,Rose Comfort,18,STUDIO030,NA,,sale
2024-10-12,RTXN00002476,USER001811,LM-JRN-011,Movement Journal,50ml,Lavender Calm,24,STUDIO020,NA,,sale
2024-10-12,RTXN00002889,USER002090,LM-WSH-007,Adaptogen Body Wash,100ml,Unscented,36,STUDIO045,EU,,sale
2024-10-12,RTXN00003083,USER002232,LM-WSH-007,Adaptogen Body Wash,200ml,Eucalyptus Fresh,36,STUDIO047,EU,,sale
2024-10-12,RTXN00003168,USER002289,LM-ROL-012,Aromatherapy Roller,Travel Size,Lavender Calm,22,STUDIO032,NA,,sale
2024-10-12,RTXN00003373,USER002435,LM-OIL-008,Warming Body Oil,100ml,Citrus Energy,48,STUDIO001,EU,,sale
2024-10-13,RTXN00000372,USER000277,LM-MST-005,Cooling Mist Spray,200ml,Eucalyptus Fresh,26,STUDIO044,EU,,sale
2024-10-13,RTXN00000881,USER000640,LM-SOK-006,Muscle Soak Salts,Standard,Unscented,32,STUDIO030,EU,,sale
2024-10-13,RTXN00001460,USER001064,LM-CLO-003,Cleansing Body Cloths,100ml,Eucalyptus Fresh,18,STUDIO017,EU,,sale
2024-10-13,RTXN00001643,USER001199,LM-KIT-009,PMS Comfort Kit,100ml,Eucalyptus Fresh,65,STUDIO020,NA,,sale
2024-10-13,RTXN00002235,USER001635,LM-ROL-012,Aromatherapy Roller,100ml,Eucalyptus Fresh,22,STUDIO021,NA,,sale
2024-10-13,RTXN00002964,USER002143,LM-MAG-004,Magnesium Recovery Balm,Standard,Rose Comfort,42,STUDIO034,NA,,sale
2024-10-13,RTXN00003272,USER002363,LM-MST-005,Cooling Mist Spray,200ml,Eucalyptus Fresh,26,STUDIO014,EU,,sale
2024-10-13,RTXN00003292,USER002374,LM-SOK-006,Muscle Soak Salts,100ml,Unscented,32,STUDIO005,EU,,sale
2024-10-13,RTXN00003320,USER002397,LM-OIL-008,Warming Body Oil,Standard,Unscented,48,STUDIO013,NA,,sale
2024-10-14,RTXN00000096,USER000070,LM-MST-005,Cooling Mist Spray,Standard,Unscented,26,STUDIO019,NA,,sale
2024-10-14,RTXN00000125,USER000094,LM-CAN-010,Ritual Grounding Candle,200ml,Eucalyptus Fresh,38,STUDIO006,EU,,sale
2024-10-14,RTXN00000483,USER000361,LM-CAN-010,Ritual Grounding Candle,100ml,Unscented,38,STUDIO034,EU,,sale
2024-10-14,RTXN00000646,USER000473,LM-WSH-007,Adaptogen Body Wash,50ml,Citrus Energy,36,STUDIO022,NA,,sale
2024-10-14,RTXN00000827,USER000600,LM-SOK-006,Muscle Soak Salts,Standard,Unscented,32,STUDIO036,EU,,sale
2024-10-14,RTXN00001629,USER001189,LM-SOK-006,Muscle Soak Salts,Standard,Eucalyptus Fresh,32,STUDIO028,EU,,sale
2024-10-14,RTXN00002121,USER001553,LM-MAG-004,Magnesium Recovery Balm,200ml,Lavender Calm,42,STUDIO032,EU,,sale
2024-10-14,RTXN00002215,USER001620,LM-SPF-002,SPF 50 Face Stick,50ml,Eucalyptus Fresh,28,STUDIO035,EU,,sale
2024-10-14,RTXN00002226,USER001628,LM-MAG-004,Magnesium Recovery Balm,Standard,Eucalyptus Fresh,42,STUDIO029,NA,,sale
2024-10-14,RTXN00002266,USER001656,LM-ROL-012,Aromatherapy Roller,50ml,Eucalyptus Fresh,22,STUDIO022,EU,,sale
2024-10-14,RTXN00002328,USER001709,LM-ROL-012,Aromatherapy Roller,50ml,Citrus Energy,22,STUDIO015,EU,,sale
2024-10-14,RTXN00002607,USER001904,LM-KIT-009,PMS Comfort Kit,Travel Size,Citrus Energy,65,STUDIO012,EU,,sale
2024-10-14,RTXN00002787,USER002025,LM-CAN-010,Ritual Grounding Candle,Travel Size,Rose Comfort,38,STUDIO024,NA,,sale
2024-10-14,RTXN00003022,USER002188,LM-SPF-002,SPF 50 Face Stick,100ml,Rose Comfort,28,STUDIO010,NA,,sale
2024-10-14,RTXN00003110,USER002251,LM-MST-005,Cooling Mist Spray,100ml,Rose Comfort,26,STUDIO023,NA,,sale
2024-10-14,RTXN00003219,USER002324,LM-OIL-008,Warming Body Oil,Standard,Rose Comfort,48,STUDIO049,EU,,sale
2024-10-15,RTXN00000158,USER000118,LM-OIL-008,Warming Body Oil,Standard,Unscented,48,STUDIO011,NA,,sale
2024-10-15,RTXN00000635,USER000467,LM-JRN-011,Movement Journal,Travel Size,Citrus Energy,24,STUDIO024,NA,,sale
2024-10-15,RTXN00000992,USER000725,LM-MAG-004,Magnesium Recovery Balm,Standard,Rose Comfort,42,STUDIO011,EU,,sale
2024-10-15,RTXN00001588,USER001156,LM-MAG-004,Magnesium Recovery Balm,Standard,Eucalyptus Fresh,42,STUDIO041,EU,,sale
2024-10-15,RTXN00001820,USER001335,LM-ROL-012,Aromatherapy Roller,Travel Size,Lavender Calm,22,STUDIO035,EU,,sale
2024-10-15,RTXN00002030,USER001484,LM-WSH-007,Adaptogen Body Wash,200ml,Rose Comfort,36,STUDIO039,EU,,sale
2024-10-15,RTXN00002132,USER001558,LM-KIT-009,PMS Comfort Kit,50ml,Unscented,65,STUDIO006,EU,,sale
2024-10-15,RTXN00002278,USER001667,LM-ROL-012,Aromatherapy Roller,200ml,Rose Comfort,22,STUDIO036,EU,,sale
2024-10-15,RTXN00002303,USER001689,LM-MST-005,Cooling Mist Spray,Standard,Eucalyptus Fresh,26,STUDIO035,EU,,sale
2024-10-15,RTXN00002617,USER001912,LM-JRN-011,Movement Journal,100ml,Unscented,24,STUDIO007,EU,,sale
2024-10-15,RTXN00002681,USER001956,LM-JRN-011,Movement Journal,Travel Size,Rose Comfort,24,STUDIO014,EU,,sale
2024-10-15,RTXN00003004,USER002174,LM-DEO-001,Clean Deodorant Stick,Travel Size,Unscented,24,STUDIO012,EU,,sale
2024-10-15,RTXN00003118,USER002257,LM-MAG-004,Magnesium Recovery Balm,Standard,Citrus Energy,42,STUDIO023,NA,,sale
2024-10-16,RTXN00000596,USER000440,LM-KIT-009,PMS Comfort Kit,50ml,Rose Comfort,65,STUDIO031,EU,,sale
2024-10-16,RTXN00000629,USER000463,LM-SPF-002,SPF 50 Face Stick,100ml,Unscented,28,STUDIO031,EU,,sale
2024-10-16,RTXN00000817,USER000595,LM-CLO-003,Cleansing Body Cloths,Travel Size,Rose Comfort,18,STUDIO017,EU,,sale
2024-10-16,RTXN00000925,USER000672,LM-SPF-002,SPF 50 Face Stick,Travel Size,Rose Comfort,28,STUDIO029,NA,,sale
2024-10-16,RTXN00000928,USER000673,LM-SPF-002,SPF 50 Face Stick,Travel Size,Unscented,28,STUDIO042,EU,,sale
2024-10-16,RTXN00002729,USER001988,LM-ROL-012,Aromatherapy Roller,200ml,Unscented,22,STUDIO009,NA,,sale
2024-10-16,RTXN00002833,USER002055,LM-DEO-001,Clean Deodorant Stick,50ml,Lavender Calm,24,STUDIO009,EU,,sale
2024-10-16,RTXN00002869,USER002076,LM-CAN-010,Ritual Grounding Candle,100ml,Lavender Calm,38,STUDIO005,EU,,sale
2024-10-16,RTXN00002887,USER002088,LM-OIL-008,Warming Body Oil,Travel Size,Lavender Calm,48,STUDIO001,NA,,sale
2024-10-16,RTXN00002928,USER002120,LM-WSH-007,Adaptogen Body Wash,Standard,Unscented,36,STUDIO047,EU,,sale
